date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,final_purchase_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,emergency_periods,simultaneous_charge_discharge_periods,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,balance_max_abs_kwh,solve_seconds
2025-02-01,22572.66305531953,0.0,0.0,22572.66305531953,42552.42341490129,42552.42341490129,0.0,4984.598601591217,18296.122785316184,15106.473905339444,0,0,2746.0709581845663,2427.610459036422,2222.7523200000014,10800.0,833.3333333333333,552.0416666666666,1.1368683772161603e-13,0.10064659989438951
2025-02-02,56960.26293063318,0.0,0.0,56960.26293063318,88515.14859129766,88515.14859129766,0.0,5934.455997944713,20552.809559781625,16328.394916428671,0,0,2427.610459036422,2782.4780445858046,2354.325845370373,10800.0,833.3333333333333,769.9785188888889,0.0,0.13047760003246367
2025-02-03,54519.84371343913,0.0,0.0,54519.84371343913,84756.94087848591,84756.94087848591,0.0,1098.1035394016908,20702.65961121519,17260.73877213098,0,0,2782.4780445858046,2236.273058978393,2063.3735562623438,10800.0,833.3333333333333,805.3937333333334,0.0,0.11311350017786026
2025-02-04,54471.72404462997,0.0,257.21291130452386,54728.93695593449,84896.68100099674,84896.68100099674,91.42761704264947,493.76773433470487,21826.786492510066,18527.30955880537,5,0,2236.273058978393,1294.4813924537043,1200.0,10800.0,833.3333333333333,814.257411111111,0.0,0.10817250004038215
2025-02-05,54360.80910553921,0.0,460.04185937855004,54820.85096491776,85158.01604886592,85158.01604886592,88.72883622222109,31.432268888888643,22948.281273408313,18481.395640542385,2,0,1294.4813924537043,1413.0504934740827,1200.0,10132.617684654319,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.14739189995452762
2025-02-06,54321.80776396748,0.0,122.98032063333396,54444.78808460081,85042.24494170945,85042.24494170945,21.052866666666773,46.064768888887784,22967.084406685182,18220.908583864613,1,0,1413.0504934740827,1837.9724774189565,1413.0504934740827,10496.96175158766,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.16059269988909364
2025-02-07,21621.528987014677,0.0,0.0,21621.528987014677,40875.65579556879,40875.65579556879,0.0,4841.146570706572,19705.132929624353,15476.303371428803,0,0,1837.9724774189565,2376.6994791599664,1837.9724774189565,10800.0,833.3333333333333,536.0374499999999,0.0,0.14100939990021288
2025-02-08,20377.743585777305,0.0,0.0,20377.743585777305,38299.790786365855,38299.790786365855,0.0,3465.3270964318513,18150.613121936723,14893.312148669385,0,0,2376.6994791599664,2164.12667927037,1957.19151974074,10800.0,833.3333333333333,519.1618833333333,0.0,0.13638249994255602
2025-02-09,53264.96014879636,0.0,0.0,53264.96014879636,83245.30867241135,83245.30867241135,0.0,134.07763168724443,21839.940921096822,18284.12584703938,0,0,2164.12667927037,1504.3781226581932,1418.1130511149834,10515.521662641975,833.3333333333333,737.0414000000001,0.0,0.14904230018146336
2025-02-10,53204.66717456,0.0,0.0,53204.66717456,83709.3963764662,83709.3963764662,0.0,5323.843706883674,20207.945648349207,16149.030562100004,0,0,1504.3781226581932,1748.1619149502446,1504.3781226581932,10800.0,833.3333333333333,743.5716666666667,0.0,0.16212390013970435
