date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,final_purchase_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,emergency_periods,simultaneous_charge_discharge_periods,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,balance_max_abs_kwh,solve_seconds
2025-02-01,17484.17099201674,-516.3090068978948,0.0,16967.861985118845,41066.26016379266,39336.490385180514,0.0,2495.437903912989,20321.102095611317,17858.225547677124,0,0,10800.0,9246.519055297818,1255.7161550383034,10800.0,833.3333333333333,552.0416666666666,1.1368683772161603e-13,0.31336720008403063
2025-02-02,57774.856823371185,-1577.041566261125,573.3715463603015,56771.18680347036,79696.38358748116,75645.30690365787,91.95546438839301,1069.1599859503654,14522.35586609038,18210.53143399448,2,0,9246.519055297818,2082.715519229732,1200.0,10800.0,833.3333333333333,808.8579882043474,0.0,0.3312782000284642
2025-02-03,60209.07667621056,-179.77131930353505,0.0,60029.305356907025,84771.65991143484,84429.05069722698,0.0,175.4069189999999,22134.266177145237,18097.538898918247,0,0,2082.715519229732,1895.1785243068352,1632.0002162204153,10772.372444076538,833.3333333333333,812.3072222222221,0.0,0.30926610017195344
2025-02-04,59994.278895161275,2266.871380197229,0.0,62261.1502753585,84623.8084232643,85845.96874755019,0.0,236.4962503495815,23155.08834455642,18740.4797973558,0,0,1895.1785243068352,1912.0027040122795,1509.2589476439666,10800.0,833.3333333333333,816.3795833333332,0.0,0.3184728999622166
2025-02-05,59249.98479527308,5380.163624265939,182.7541930381467,64812.90261257716,84899.43248808826,88892.10365888954,26.39430864213557,1547.7762021852718,25343.55283178621,18721.258049773132,1,0,1912.0027040122795,3919.802419538616,1621.4812532551343,10800.0,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.3818312999792397
2025-02-06,59655.13917173593,1209.5698816834088,152.31749033333412,61017.026543752676,84883.55477707306,85532.91480320855,21.052866666666773,234.3428744861178,23430.39069369644,18381.823114974002,1,0,3919.802419538616,4582.906138338747,1777.6647061766905,10691.906233007532,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.36374189984053373
2025-02-07,18999.758998572106,-333.5397913512867,0.0,18666.21920722082,46925.78493047728,45371.99585083371,0.0,3390.3453887285755,27625.79971538012,17449.828919941654,0,0,4582.906138338747,10057.427082245687,1609.934650840095,10800.0,833.3333333333333,536.0374499999999,0.0,0.3275669002905488
2025-02-08,15640.434997121942,256.3467193558788,0.0,15896.78171647782,38125.33642152879,38215.45619101943,0.0,2527.015516243615,20879.988979385605,16768.711021276453,0,0,10057.427082245687,10217.516028941114,1561.0940640108815,10800.0,833.3333333333333,524.0133333333333,0.0,0.3034317996352911
2025-02-09,54680.4871154791,3165.5663013515077,0.0,57846.05341683061,75418.12231104754,77686.008184282,0.0,978.8315517824647,15573.462910368955,18421.70224453608,0,0,10217.516028941114,3765.074598788645,1739.0528881506098,10800.0,833.3333333333333,751.7003732791056,0.0,0.3694635003339499
2025-02-10,54120.08104600693,0.006899560485692291,0.0,54120.08794556742,78946.7797763824,76639.28659188186,0.0,423.3202174669599,19586.729252894394,17697.400461812824,0,0,3765.074598788645,1729.3526354904627,1729.3526354904627,10539.0547517321,833.3333333333333,770.706129506173,0.0,0.3424161998555064
2025-02-11,55312.68684277883,523.9267770847131,77.6948724865385,55914.30849235008,81209.34531080938,81408.09813521313,14.54170207098764,368.41266294276636,23713.488433092403,17879.858392084367,2,0,1729.3526354904627,3204.9829007354465,1393.6281632468133,10800.0,833.3333333333333,833.3333333333333,0.0,0.35278129973448813
2025-02-12,53241.1640384061,1507.2785828079557,0.0,54748.44262121406,77586.9127405716,77950.52549621188,0.0,48.39261284580334,20339.447932960888,17704.05118292814,0,0,3204.9829007354465,1839.3180593689772,1632.146806162724,10438.08144308642,833.3333333333333,832.1360945555555,0.0,0.3503358003217727
2025-02-13,52291.70488726376,716.5617722948238,0.0,53008.26665955858,78396.30926731287,77857.65204403058,0.0,1400.182585401225,22702.07912254308,17574.088680580382,0,0,1839.3180593689772,2744.4240690128863,1738.4202617289359,10800.0,833.3333333333333,779.0768766512343,1.1368683772161603e-13,0.339578399900347
2025-02-14,17522.156211318194,1032.7878135473095,0.0,18554.944024865505,44270.47270647963,45249.34055048655,0.0,2922.7090369841735,28225.57889723198,15700.749200396265,0,0,2744.4240690128863,10702.168187192487,1438.2293269597312,10800.0,833.3333333333333,559.76725,0.0,0.28687510010786355
2025-02-15,15195.027181242276,359.888856330353,0.0,15554.91603757263,35664.07896898874,35961.33554903547,0.0,3350.1417125269427,20626.633790017844,17295.53105350931,0,0,10702.168187192487,10048.881872087086,1700.7671829724445,10800.0,833.3333333333333,547.3166666666666,0.0,0.2650194000452757
2025-02-16,49254.53002056261,2393.706603212818,1653.3117380451697,53301.548361820605,69145.52112290019,70658.48307869046,362.48187097812826,201.95186817968238,14430.787854936803,18989.153873447893,3,0,10048.881872087086,1937.531082143659,1200.0,10463.141835945675,833.3333333333333,809.6538127349954,0.0,0.2990420002024621
2025-02-17,52448.751528003806,863.1873322624766,0.0,53311.93886026628,77644.01057043852,74966.59316299559,0.0,449.1447933029252,19555.88583114255,16222.300628116558,0,0,1937.531082143659,1513.0498544868867,1491.7380517708377,10358.822117723455,833.3333333333333,804.1549999999999,0.0,0.31198860006406903
2025-02-18,49440.06881226143,2774.665961356271,0.0,52214.7347736177,74887.76253393023,77011.1463919374,0.0,64.25826342922937,22040.029884972508,17184.529539797673,0,0,1513.0498544868867,2255.155040075842,1513.0498544868867,10784.182164211992,833.3333333333333,818.3170671728393,0.0,0.3092628996819258
2025-02-19,49559.55129117226,3032.8643043667325,249.60090428000044,52842.016499818994,74958.88237533599,77316.76933654625,46.01786583333342,531.7682091800667,23840.718782198797,19889.027172332615,1,0,2255.155040075842,1612.8828636851886,1219.2897798697943,10800.0,833.3333333333333,833.3333333333333,0.0,0.3407070997636765
2025-02-20,51989.71655389934,1513.7959363026469,41.98892513307878,53545.50141533507,78926.86913830621,80205.53918842104,7.4839898641972695,1535.1179448242478,25329.951063895256,17645.179563767597,1,0,1612.8828636851886,4804.083750338037,1346.704482242117,10800.0,833.3333333333333,833.3333333333333,0.0,0.3178152001928538
2025-02-21,16438.13273660098,433.9328322248602,0.0,16872.065568825838,40228.437989473015,40642.81795255586,0.0,5917.709822353092,24045.399597500465,14880.553500631035,0,0,4804.083750338037,9910.995054053974,1691.6258871057405,10800.0,833.3333333333333,538.6099999999999,0.0,0.27496350021101534
2025-02-22,14783.54813658681,395.93189503665224,0.0,15179.480031623463,35461.05264246642,35855.88553988252,0.0,3984.7377740879,21899.052636926324,17872.66775446504,0,0,9910.995054053974,9761.62270010429,1728.0854204129341,10800.0,833.3333333333333,530.305,0.0,0.2690815997775644
2025-02-23,46659.586795457246,660.3778238865025,0.0,47319.96461934375,66979.61937149316,67219.22975993645,0.0,152.29229573917704,13895.357693173464,18360.27391230953,0,0,9761.62270010429,1867.1402769498247,1676.774148246121,10800.0,829.8677255555551,791.4455243071758,0.0,0.3314570998772979
2025-02-24,49708.02329798227,-589.7075582078706,0.0,49118.3157397744,74688.49312308486,72575.54025123686,0.0,401.3115837585717,21003.303091658632,17032.108040847,0,0,1867.1402769498247,1845.5485696125897,1656.584423007652,10800.0,833.3333333333333,824.7499833333333,0.0,0.32673339988105
2025-02-25,48790.8768094784,-698.8244518478666,100.3812654048873,48192.433623035424,74591.42606480765,71654.67582291871,19.559872448341252,1496.0248782991312,19927.333156388566,15570.445572653982,1,0,1845.5485696125897,2479.65332963565,1734.879434314053,10800.0,833.3333333333333,833.3333333333333,0.0,0.2955233003012836
2025-02-26,47098.33440476758,2504.0532899121167,0.0,49602.387694679695,71563.31528012794,73645.7406298242,0.0,655.8455383352525,21665.58591899468,17490.538860839075,0,0,2479.65332963565,2544.7485891318925,1659.4827389668337,10800.0,833.3333333333333,818.5968999999998,1.1368683772161603e-13,0.3315712995827198
