date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,final_purchase_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,emergency_periods,simultaneous_charge_discharge_periods,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,balance_max_abs_kwh,solve_seconds
2025-02-01,18560.401659388925,0.0,0.0,18560.401659388925,42745.237146709944,42745.237146709944,0.0,5056.227732689699,18663.661627437512,15352.828146750602,0,0,10800.0,10538.597523859758,2228.726677542555,10800.0,833.3333333333333,552.0416666666666,1.1368683772161603e-13,0.13330459990538657
2025-02-02,59551.933149362725,0.0,0.0,59551.933149362725,80307.54020600728,80307.54020600728,0.0,6126.583841838127,11986.686846658722,16162.008432489563,0,0,10538.597523859758,3368.8285386419766,2357.57767189407,10800.0,833.3333333333333,769.9785188888889,0.0,0.10971520002931356
2025-02-03,61026.94889116075,0.0,0.0,61026.94889116075,84111.2918484343,84111.2918484343,0.0,1092.1491884436257,20049.840423328285,17247.614263337615,0,0,3368.8285386419766,2249.6690714845354,2077.1518522870047,10800.0,833.3333333333333,738.1149999999999,0.0,0.11086830007843673
2025-02-04,61133.56202250069,0.0,327.14266809580806,61460.7046905965,84888.31386612955,84888.31386612955,109.51966420293566,511.5314251940531,21810.78316770217,18519.345012563732,5,0,2249.6690714845354,1302.3239084567908,1200.0,10800.0,833.3333333333333,812.5552777777779,0.0,0.10387999983504415
2025-02-05,61305.81006764928,0.0,475.06333822286115,61780.873405872146,84988.51376013103,84988.51376013103,82.22556139999894,22.719351111110996,21964.485178643037,17664.89219155645,2,0,1302.3239084567908,1442.7025786172503,1200.0,10143.326694530862,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.09651850000955164
2025-02-06,60912.66207326326,0.0,152.31749033333412,61064.97956359659,84830.09394582215,84830.09394582215,21.052866666666773,48.67082000000016,21961.49015001687,17430.071374194715,1,0,1442.7025786172503,1841.2977423049783,1442.7025786172503,10462.14384383687,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.12301879981532693
2025-02-07,20519.41233603541,0.0,0.0,20519.41233603541,49922.76706892928,49922.76706892928,0.0,4875.5990545083305,28730.731486987614,15489.243139233331,0,0,1841.2977423049783,10488.685925890124,1841.2977423049783,10800.0,833.3333333333333,536.0374499999999,0.0,0.11654329998418689
2025-02-08,16278.950085657352,0.0,0.0,16278.950085657352,38497.798735898454,38497.798735898454,0.0,3507.341494356617,18988.565927883916,15575.271403008748,0,0,10488.685925890124,10272.538146531479,1978.2373666666665,10800.0,833.3333333333333,519.1618833333333,0.0,0.12038529990240932
2025-02-09,55579.833274896446,0.0,0.0,55579.833274896446,74194.72686828501,74194.72686828501,0.0,28.248750000000086,12301.063973196035,17690.001821577673,0,0,10272.538146531479,1687.9381428771615,1588.5654372197541,10566.95191892593,833.3333333333333,736.2878833333332,0.0,0.11601569992490113
2025-02-10,58310.56166177834,0.0,0.0,58310.56166177834,84186.45579805452,84186.45579805452,0.0,4618.7387579622755,20518.2467890528,15277.167332293888,0,0,1687.9381428771615,3179.7298838092556,1687.9381428771615,10800.0,833.3333333333333,743.5716666666667,0.0,0.15578870009630919
2025-02-11,56938.876041629854,0.0,0.0,56938.876041629854,81052.65438487628,81052.65438487628,0.0,1911.8001601843837,20246.153067357904,16325.89597599934,0,0,3179.7298838092556,3261.383226654326,2391.548472086424,10800.0,833.3333333333333,826.1574222222223,0.0,0.13908770005218685
2025-02-12,55414.61454191055,0.0,0.0,55414.61454191055,78974.78873690503,78974.78873690503,0.0,1094.3643805075276,19292.95755860082,16679.269335536657,0,0,3261.383226654326,2092.5235454654453,1911.183655588903,10800.0,833.3333333333333,760.5262500000001,0.0,0.1266526998952031
2025-02-13,55080.8966786551,0.0,0.0,55080.8966786551,79964.99747921027,79964.99747921027,0.0,4562.944908034842,19019.337286519876,14946.763732011106,0,0,2092.5235454654453,2602.4118455432126,2092.5235454654453,10800.0,833.3333333333333,793.3462666666667,0.0,0.16204450000077486
2025-02-14,18041.878661629642,0.0,0.0,18041.878661629642,44382.38219415382,44382.38219415382,0.0,2497.2179763511695,27055.527068175572,14972.164667039593,0,0,2602.4118455432126,10316.647687968349,1462.2667487160534,10800.0,833.3333333333333,559.76725,0.0,0.10756770009174943
