date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,final_purchase_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,emergency_periods,simultaneous_charge_discharge_periods,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,balance_max_abs_kwh,solve_seconds
2025-02-01,18184.71104197631,0.0,0.0,18184.71104197631,42931.15600580685,42931.15600580685,0.0,5169.759579230637,20402.528416392048,17019.30792314916,0,0,10800.0,10251.933437920448,2207.7802061920515,10800.0,833.3333333333333,552.0416666666666,1.1368683772161603e-13,0.10686449985951185
2025-02-02,59376.654412768694,0.0,0.0,59376.654412768694,80626.71867678431,80626.71867678431,0.0,5281.763463196163,13790.198050200546,16801.520786612386,0,0,10251.933437920448,3994.7552535316277,3209.590236618046,10800.0,833.3333333333333,769.9785188888889,0.0,0.14134679990820587
2025-02-03,60451.17042854297,0.0,0.0,60451.17042854297,83405.27779273748,83405.27779273748,0.0,1145.4694752949258,18815.12703195075,16772.23521450819,0,0,3994.7552535316277,2292.552677278203,2121.081318821413,10800.0,833.3333333333333,747.8246800888895,0.0,0.1094906001817435
2025-02-04,60996.25739193501,0.0,0.0,60996.25739193501,84958.28946943328,84958.28946943328,0.0,569.3150015637867,21658.981746251186,18464.871228381686,0,0,2292.552677278203,1269.112661813507,1243.7202770604197,10800.0,833.3333333333333,812.5552777777779,0.0,0.10452429996803403
2025-02-05,61730.70507754031,0.0,941.7454047245371,62672.450482264845,87428.38803396792,87428.38803396792,165.5718840622718,116.23853333333363,25062.394140591925,18333.099739228397,2,0,1269.112661813507,3455.15656698136,1200.0,10078.543402901234,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.13467180007137358
2025-02-06,60641.72736719813,0.0,152.31749033333412,60794.044857531466,85634.65908110591,85634.65908110591,21.052866666666773,156.77660245558673,22946.511523110552,17718.633394460216,1,0,3455.15656698136,4419.646499491733,1607.758956713955,10400.60939313565,833.3333333333333,833.3333333333333,2.2737367544323206e-13,0.14306809986010194
2025-02-07,19312.63875583872,0.0,0.0,19312.63875583872,47395.05033226275,47395.05033226275,0.0,4861.568934411307,27747.271602073663,17019.469870888886,0,0,4419.646499491733,10481.668862592596,2085.3068730864184,10800.0,833.3333333333333,536.0374499999999,0.0,0.09288729983381927
2025-02-08,16206.402647400166,0.0,0.0,16206.402647400166,38613.60531939367,38613.60531939367,0.0,3467.5139722962786,19805.408075097388,16236.479444666671,0,0,10481.668862592596,10266.003413883946,1978.189218518519,10800.0,833.3333333333333,524.0133333333333,0.0,0.0935674998909235
2025-02-09,55897.433652806365,0.0,0.0,55897.433652806365,76308.32353495638,76308.32353495638,0.0,70.77477999999996,14723.645991482623,18041.513203192924,0,0,10266.003413883946,3471.159024892844,1481.0341174854368,10560.778153802474,833.3333333333333,737.0414000000001,0.0,0.18635500012896955
2025-02-10,56501.69320005744,0.0,0.0,56501.69320005744,81524.092153571,81524.092153571,0.0,4777.513118746275,19064.051733891578,16644.110282400186,0,0,3471.159024892844,2135.3497160617226,2135.3497160617226,10800.0,833.3333333333333,783.9384311111113,0.0,0.19928029994480312
