date,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,plan_kwh,final_purchase_kwh,emergency_kwh,waste_kwh,charge_kwh,discharge_kwh,emergency_periods,simultaneous_charge_discharge_periods,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_charge_kwh,max_discharge_kwh,balance_max_abs_kwh,solve_seconds
2025-04-26,9878.389275974478,282.02591604345156,0.0,10160.415192017928,25289.083318920028,25450.68034470686,0.0,23382.469868263746,12227.267605964362,10229.250762854583,0,0,1784.611321618201,1423.317986036599,1423.317986036599,10800.0,833.3333333333333,484.1332333333333,5.684341886080802e-14,0.22779740020632744
2025-04-27,31485.518474306817,2534.217383142045,0.0,34019.73585744886,52119.929565424434,53949.22790947006,0.0,1316.4630158748082,19142.549473432104,15083.255763170186,0,0,1423.317986036599,1892.4394419364007,1423.317986036599,10800.0,833.3333333333333,733.8631166666667,0.0,0.23917390033602715
2025-04-28,32949.66368186279,7863.347526478438,0.0,40813.011208341224,53888.265977752286,62240.94031627753,0.0,1942.8371448434439,19151.2646899432,15475.128835175778,0,0,1892.4394419364007,1933.9900682455288,1684.9727015853136,10800.0,833.3333333333333,730.8916666666667,0.0,0.2861056998372078
2025-04-29,31215.47128958629,1012.0438593573647,0.0,32227.515148943654,51656.904003556614,52407.47378132244,0.0,1658.22819177267,17801.26978286339,14485.237909980282,0,0,1933.9900682455288,1860.4240839555982,1478.1465906091214,10800.0,833.3333333333333,748.9916666666666,0.0,0.23926489986479282
2025-04-30,30793.071370238773,824.4477197004719,0.0,31617.519089939244,50942.97018939111,51831.63902832381,0.0,272.31688890739497,17597.119852605123,14294.652146522043,0,0,1860.4240839555982,1814.8851218312752,1602.0826507648585,10800.0,833.3333333333333,746.8378333333334,1.1368683772161603e-13,0.21464390004985034
2025-05-01,32898.968687558976,2992.913167493255,6966.617273035512,42858.499128087744,52323.032120806296,54371.516556776565,1505.139094804938,1742.9389805062024,18322.357159070823,15200.019287995514,16,0,1814.8851218312752,1416.096245,1200.0,10800.0,830.9366666666665,819.6148166666667,0.0,0.20777289965189993
2025-05-02,11034.867620050569,1889.7538628988423,3123.010577854982,16047.632060804393,26969.5464446989,28570.137161900097,655.8024642036285,12329.214193063899,13161.989217461061,10555.58386775457,9,0,1416.096245,1533.4600209876542,1200.0,10800.0,812.4286133333333,546.4155499999999,5.684341886080802e-14,0.19734270009212196
2025-05-03,11368.965612240598,162.2864559121203,2705.64944917352,14236.901517326238,27597.59289437517,27722.461204066865,638.2039457292983,16868.467259232362,13378.325550920581,10753.299310356779,8,0,1533.4600209876542,1625.8426719753081,1200.0,10800.0,833.3333333333333,572.5083333333333,0.0,0.19982870016247034
2025-05-04,35296.72006507508,1836.751524406838,0.0,37133.47158948192,56046.6298067181,55972.80634306955,0.0,230.54366184841834,18456.826218831025,14449.230870943222,0,0,1625.8426719753081,2182.2853012085434,1625.8426719753081,10800.0,814.4074833333334,803.8746,0.0,0.2756942000705749
2025-05-05,36821.61774271713,2404.6076705647743,0.0,39226.2254132819,57354.475423360185,59364.69403316926,0.0,6.947816666666768,19144.910808317512,14863.17139181491,0,0,2182.2853012085434,2898.070148899961,1897.0974669683858,10243.65318828993,833.3333333333333,808.7307535515351,0.0,0.2821271996945143
